"amount","bin","card_subtype","card_type","case_address","client_hour","count_digit_in_login","day_of_week","latitude","longitude","phone_2","status"
"74.41","453999","5","0","1","09","0","1","45.4500","11.0000","39","0"
"74.41","518964","0","1","1","09","0","1","42.8333","12.8333","46","0"
"2.20","516499","0","1","1","09","2","1","42.8333","12.8333","92","0"
"75.00","402620","5","0","1","09","1","1","55.6761","12.5683","undefined","0"
"74.41","535570","1","1","1","09","4","1","42.8333","12.8333","49","0"
"74.41","453997","5","0","3","09","2","1","45.1659","10.0266","46","0"
"75.00","457168","5","0","1","09","4","1","55.6759","12.5655","undefined","1"
"74.41","537465","1","1","1","09","0","1","40.8563","14.2464","33","0"
"74.41","402360","5","0","1","09","2","1","42.8333","12.8333","29","1"
"75.00","457170","5","0","1","09","0","1","55.6761","12.5683","undefined","0"
"74.41","534413","0","1","1","09","3","1","45.4048","9.0349","39","0"
"74.41","534232","0","1","1","04","0","1","-34.8581","-56.1708","20","1"
"75.00","457150","5","0","1","09","2","1","55.4580","12.1821","undefined","0"
"74.41","535476","1","1","1","09","0","1","42.8333","12.8333","27","0"
"74.41","539832","0","1","1","09","1","1","41.9000","12.4833","47","0"
"74.41","525610","0","1","1","09","2","1","42.8333","12.8333","35","0"
"74.41","546986","0","1","1","09","0","1","42.8333","12.8333","77","0"
"75.00","557384","1","1","1","09","6","1","55.6761","12.5683","undefined","0"
"75.00","557384","1","1","1","09","6","1","55.6761","12.5683","undefined","0"
"74.41","533317","0","1","1","09","4","1","42.8333","12.8333","03","0"
"75.00","517013","0","1","1","09","0","1","56.8924","8.5244","undefined","0"
"74.41","540047","0","1","1","09","0","1","42.8333","12.8333","38","1"
"75.00","457153","5","0","1","09","1","1","55.6761","12.5683","undefined","0"
"75.00","457114","5","0","1","09","0","1","55.6761","12.5683","undefined","0"
"75.00","457184","5","0","1","09","0","1","55.6759","12.5655","undefined","0"
"74.41","402360","5","0","1","09","0","1","45.2940","10.4730","33","1"
"75.00","457176","5","0","1","09","3","1","55.6761","12.5683","undefined","0"
"74.41","543305","0","1","1","09","2","1","42.8333","12.8333","33","0"
"74.41","402360","5","0","1","09","4","1","45.0705","7.6868","35","0"
"75.00","457195","5","0","1","09","0","1","55.6761","12.5683","undefined","0"
"75.00","557384","1","1","1","09","0","1","55.6761","12.5683","undefined","0"
"75.00","457104","5","0","1","09","0","1","54.9870","12.2846","undefined","0"
"75.00","457192","5","0","1","09","3","1","55.6666","12.4038","undefined","0"
"75.00","520969","0","1","1","09","0","1","55.6581","12.5241","undefined","0"
"75.00","457131","5","0","1","09","0","1","55.6761","12.5683","undefined","0"
"75.00","457131","5","0","1","09","0","1","55.6761","12.5683","undefined","0"
"74.41","533317","0","1","1","09","0","1","45.0705","7.6868","88","0"
"75.00","547132","0","1","1","09","0","1","55.6761","12.5683","undefined","0"
"75.00","549774","0","1","1","09","2","1","55.6761","12.5683","undefined","0"
"75.00","547132","0","1","1","09","0","1","55.4580","12.1821","undefined","0"
"75.00","457136","5","0","1","09","0","1","55.6761","12.5683","undefined","0"
"74.41","533317","0","1","1","09","0","1","45.5801","9.2725","40","0"
"74.41","472675","5","0","1","09","4","1","42.8333","12.8333","51","0"
"74.41","402360","5","0","1","09","0","1","45.5833","9.6000","39","0"
"74.41","525500","0","1","1","09","4","1","42.8333","12.8333","46","0"
"75.00","457125","5","0","1","09","4","1","55.2299","11.7609","undefined","0"
"75.00","457193","5","0","1","09","0","1","55.6761","12.5683","undefined","0"
"75.00","457108","5","0","1","09","2","1","55.6761","12.5683","undefined","0"
"74.41","453997","5","0","1","09","2","1","42.8333","12.8333","71","0"
"75.00","457176","5","0","1","09","0","1","56.1697","9.5451","undefined","1"
"75.00","457143","5","0","1","09","0","1","54.7533","11.8179","undefined","0"
"74.41","543013","0","1","1","09","4","1","42.8333","12.8333","33","0"
"2.25","457153","5","0","1","09","0","1","55.6759","12.5655","undefined","0"
"2.25","457143","5","0","1","10","0","1","55.6761","12.5683","undefined","0"
"2.20","541868","0","1","1","10","0","1","42.8333","12.8333","48","0"
"2.20","533317","0","1","1","10","6","1","45.5565","9.2210","73","0"
"2.20","534232","0","1","1","10","0","1","45.6921","9.5703","39","0"
"2.20","416377","5","0","1","11","2","1","45.4833","9.2002","28","0"
"2.20","526430","0","1","1","11","2","1","42.8333","12.8333","38","0"
"2.20","512669","0","1","1","11","2","1","45.1869","9.7878","38","0"
"2.20","402360","5","0","1","12","2","1","42.8333","12.8333","28","0"
"2.20","535570","1","1","1","12","0","1","45.4643","9.1895","27","0"
"2.20","533317","0","1","1","12","0","1","42.8333","12.8333","47","0"
"2.25","517021","0","1","1","12","3","1","55.6761","12.5683","undefined","0"
"2.20","402360","5","0","1","13","3","1","43.8573","11.0803","47","0"
"2.20","402360","5","0","1","13","3","1","43.8573","11.0803","47","0"
"2.25","402620","5","0","1","13","0","1","55.6761","12.5683","undefined","0"
"2.25","557384","1","1","1","13","0","1","55.6667","12.5833","undefined","0"
"2.25","457176","5","0","1","14","2","1","55.6761","12.5683","undefined","0"
"2.20","534232","0","1","1","14","0","1","42.8333","12.8333","38","0"
"2.20","533317","0","1","1","14","3","1","37.5000","15.1000","51","0"
"2.20","533317","0","1","1","14","0","1","42.8333","12.8333","47","0"
"2.20","453997","5","0","1","14","1","1","42.8333","12.8333","40","0"
"2.25","557384","1","1","1","14","0","1","55.6761","12.5683","undefined","0"
"2.20","513283","0","1","1","15","0","1","47.2173","-1.5534","24","0"
"2.25","557384","1","1","1","15","2","1","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","1","15","0","1","42.8333","12.8333","49","0"
"2.20","402360","5","0","1","15","2","1","41.1256","14.7810","20","0"
"2.20","533317","0","1","2","16","0","1","42.8333","12.8333","45","0"
"2.20","497203","5","0","1","17","1","1","43.5995","1.4332","65","0"
"2.20","533317","0","1","1","17","4","1","42.8333","12.8333","39","0"
"2.20","421355","5","0","1","18","3","1","42.8333","12.8333","33","0"
"2.25","457104","5","0","1","19","0","1","55.6667","12.5833","undefined","0"
"2.20","512669","0","1","1","19","4","1","45.1632","11.3340","38","0"
"2.25","457135","5","0","1","19","2","1","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","1","19","3","1","42.8333","12.8333","31","0"
"2.25","557384","1","1","1","19","0","1","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","1","19","1","1","42.8333","12.8333","88","0"
"2.20","531170","0","1","1","19","2","1","42.8333","12.8333","49","0"
"2.20","533317","0","1","2","21","0","1","47.8500","25.9167","79","0"
"2.20","533317","0","1","1","20","0","1","42.8333","12.8333","38","0"
"2.20","542188","0","1","1","20","0","1","42.8333","12.8333","88","0"
"2.20","533317","0","1","1","20","4","1","42.8333","12.8333","34","0"
"2.20","534207","0","1","1","20","4","1","42.8333","12.8333","45","0"
"2.20","402360","5","0","1","21","0","1","45.6478","9.4050","66","0"
"2.25","457115","5","0","1","21","4","1","55.6761","12.5683","undefined","0"
"2.20","541238","0","1","1","21","4","1","42.8333","12.8333","40","0"
"2.20","533317","0","1","1","21","4","1","42.8333","12.8333","92","0"
"2.25","457178","5","0","1","22","4","1","55.6761","12.5683","undefined","0"
"2.25","557384","1","1","1","22","0","1","55.6572","12.4736","undefined","0"
"2.20","497049","5","0","1","22","2","1","48.8600","2.3500","62","1"
"2.20","533317","0","1","1","23","4","2","45.5744","9.0754","39","0"
"2.25","457180","5","0","1","23","0","2","54.9093","9.8074","undefined","1"
"2.25","457133","5","0","1","23","0","2","55.6761","12.5683","undefined","0"
"2.20","516499","0","1","1","23","2","2","45.5978","9.0463","45","0"
"2.25","457137","5","0","1","06","0","2","55.6761","12.5683","undefined","0"
"2.20","525610","0","1","1","08","0","2","42.8333","12.8333","48","0"
"2.25","557384","1","1","1","08","2","2","55.7618","12.4679","undefined","0"
"2.25","457168","5","0","2","09","1","2","55.6761","12.5683","undefined","0"
"52.50","557384","1","1","1","09","0","2","55.6761","12.5683","undefined","0"
"52.09","533317","0","1","1","09","5","2","42.8333","12.8333","33","0"
"52.09","533317","0","1","1","09","0","2","42.8333","12.8333","28","0"
"74.41","533317","0","1","1","09","0","2","45.5379","9.1892","48","0"
"75.00","402620","5","0","1","09","2","2","55.6667","12.5833","undefined","0"
"75.00","557384","1","1","1","09","2","2","55.6761","12.5683","undefined","0"
"75.00","457190","5","0","1","09","0","2","57.0480","9.9187","undefined","0"
"75.00","457143","5","0","1","09","0","2","55.6761","12.5683","undefined","0"
"75.00","457115","5","0","1","09","0","2","55.6761","12.5683","undefined","0"
"74.41","530514","0","1","1","09","2","2","42.8333","12.8333","27","0"
"75.00","517021","0","1","1","09","0","2","55.6572","12.4736","undefined","0"
"74.41","533317","0","1","1","09","1","2","41.9000","12.4833","50","0"
"74.41","529204","0","1","1","09","0","2","42.8333","12.8333","47","0"
"74.41","533875","0","1","1","09","0","2","42.8333","12.8333","33","0"
"74.41","533317","0","1","1","09","0","2","42.8333","12.8333","47","0"
"75.00","457190","5","0","1","09","2","2","56.9552","8.6949","undefined","0"
"74.41","535476","1","1","1","09","0","2","42.8333","12.8333","80","0"
"74.41","533317","0","1","1","09","0","2","42.8333","12.8333","27","0"
"75.00","457135","5","0","1","09","0","2","56.8040","9.5144","undefined","0"
"75.00","457143","5","0","1","09","2","2","55.6761","12.5683","undefined","0"
"75.00","457190","5","0","1","09","0","2","55.7057","12.4964","undefined","0"
"74.41","533317","0","1","3","09","4","2","42.8333","12.8333","27","0"
"74.41","402360","5","0","1","09","4","2","45.4667","9.2000","45","0"
"75.00","557384","1","1","1","09","0","2","55.4904","9.4722","undefined","0"
"74.41","456542","5","0","1","09","4","2","44.8419","11.1591","29","0"
"75.00","457143","5","0","2","09","0","2","55.6572","12.4736","undefined","0"
"74.41","513277","0","1","2","09","2","2","48.8600","2.3500","54","0"
"74.41","539832","0","1","1","09","2","2","42.8333","12.8333","46","0"
"75.00","457115","5","0","1","09","0","2","55.6759","12.5655","undefined","0"
"74.41","411786","5","0","1","09","2","2","42.8333","12.8333","35","0"
"75.00","457115","5","0","1","09","0","2","55.6761","12.5683","undefined","0"
"74.41","516499","0","1","1","09","2","2","42.8333","12.8333","38","0"
"74.41","553389","0","1","1","09","4","2","42.8333","12.8333","48","0"
"75.00","557384","1","1","1","09","0","2","55.6761","12.5683","undefined","0"
"74.41","489452","5","0","1","09","2","2","38.1158","13.3598","38","0"
"75.00","457150","5","0","2","09","0","2","55.6761","12.5683","undefined","0"
"75.00","457176","5","0","1","09","0","2","55.3902","10.5201","undefined","0"
"74.41","534413","0","1","1","09","0","2","43.7667","11.2500","89","0"
"74.41","533317","0","1","1","09","0","2","42.8333","12.8333","80","0"
"74.41","526736","0","1","1","09","2","2","44.7484","10.3305","38","0"
"74.41","533317","0","1","1","09","2","2","44.2638","11.9128","42","0"
"74.41","456542","5","0","1","09","0","2","42.8333","12.8333","38","0"
"74.41","533317","0","1","1","09","2","2","42.8333","12.8333","35","0"
"74.41","402360","5","0","1","09","0","2","42.4667","14.2167","48","0"
"74.41","533317","0","1","1","09","0","2","40.8563","14.2464","80","0"
"74.41","520915","0","1","1","09","0","2","42.8333","12.8333","49","0"
"75.00","557384","1","1","1","09","0","2","55.4276","9.2843","undefined","0"
"75.00","457126","5","0","1","09","0","2","55.6761","12.5683","undefined","0"
"74.41","533317","0","1","1","09","2","2","40.8333","14.2500","34","0"
"74.41","493511","5","0","1","09","0","2","42.8333","12.8333","31","0"
"74.41","526430","0","1","1","09","0","2","45.4299","10.9844","39","0"
"74.41","526430","0","1","1","09","0","2","42.8333","12.8333","47","0"
"74.41","522694","0","1","1","09","0","2","42.8333","12.8333","38","0"
"74.41","533317","0","1","1","09","0","2","41.3888","2.1590","87","0"
"74.41","437863","5","0","1","09","0","2","42.8333","12.8333","31","0"
"74.41","477571","5","0","2","09","4","2","43.7793","11.2463","28","0"
"74.41","518964","0","1","1","09","0","2","42.8333","12.8333","47","0"
"74.41","533317","0","1","1","09","2","2","41.7667","12.2333","29","0"
"74.41","525610","0","1","1","09","0","2","42.8333","12.8333","28","0"
"74.41","533989","0","1","1","09","0","2","43.9528","12.4701","35","0"
"74.41","535570","1","1","1","09","4","2","45.4167","11.8833","44","0"
"74.41","540058","0","1","1","09","0","2","44.4938","11.3387","48","0"
"74.41","526724","0","1","1","09","2","2","44.7167","10.6000","52","0"
"74.41","402360","5","0","1","09","2","2","42.8333","12.8333","40","0"
"74.41","535476","1","1","1","09","2","2","42.8333","12.8333","71","1"
"74.41","534207","0","1","1","09","2","2","44.3833","7.5333","48","0"
"74.41","518964","0","1","1","09","0","2","42.8333","12.8333","34","1"
"74.41","531174","0","1","1","09","0","2","45.4500","8.9833","27","0"
"74.41","416365","5","0","1","09","4","2","45.0705","7.6868","33","0"
"74.41","543409","0","1","1","09","0","2","42.8333","12.8333","47","0"
"74.41","489452","5","0","1","09","0","2","44.4063","8.9339","28","0"
"74.41","529204","0","1","1","10","2","2","42.8333","12.8333","49","0"
"74.41","516499","0","1","1","10","0","2","42.8333","12.8333","48","0"
"74.41","402360","5","0","1","10","0","2","42.8333","12.8333","39","0"
"74.41","525610","0","1","2","10","0","2","42.8333","12.8333","47","0"
"74.41","539832","0","1","1","10","0","2","44.6896","10.9671","35","0"
"74.41","525610","0","1","1","10","0","2","45.0705","7.6868","29","0"
"74.41","525502","0","1","1","10","2","2","42.8333","12.8333","49","0"
"74.41","402360","5","0","1","10","2","2","42.8333","12.8333","40","1"
"75.00","457143","5","0","1","10","4","2","55.7916","12.1450","undefined","0"
"74.41","539832","0","1","1","10","0","2","45.8155","8.7988","39","0"
"74.41","533317","0","1","1","10","4","2","41.1115","16.8554","28","0"
"74.41","546861","0","1","1","10","2","2","45.6667","11.9167","47","0"
"75.00","457172","5","0","1","10","0","2","55.6761","12.5683","undefined","0"
"74.41","526211","0","1","1","10","0","2","40.6755","14.7933","36","0"
"74.41","516499","0","1","1","10","0","2","42.8333","12.8333","33","0"
"74.41","512669","0","1","1","10","0","2","41.1115","16.8554","33","0"
"74.41","533317","0","1","1","10","1","2","44.4938","11.3387","28","0"
"2.20","402360","5","0","1","10","0","2","42.8333","12.8333","34","0"
"2.25","517021","0","1","1","11","2","2","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","1","11","0","2","42.8333","12.8333","47","0"
"2.25","457191","5","0","1","11","0","2","55.6667","12.5833","undefined","0"
"2.20","513379","0","1","2","11","0","2","48.8600","2.3500","78","0"
"2.25","457162","5","0","1","11","0","2","55.6761","12.5683","undefined","0"
"2.25","457165","5","0","1","11","0","2","54.8865","11.0911","undefined","0"
"2.20","512669","0","1","1","12","0","2","42.8333","12.8333","71","0"
"2.20","512669","0","1","1","12","0","2","42.8333","12.8333","71","0"
"2.20","513379","0","1","2","13","1","2","48.8600","2.3500","67","0"
"2.20","497043","5","0","1","13","3","2","48.8667","2.3333","62","0"
"2.20","533317","0","1","1","13","0","2","42.8333","12.8333","92","0"
"2.20","533317","0","1","1","13","2","2","42.8333","12.8333","47","0"
"2.20","453754","5","0","1","13","8","2","42.8333","12.8333","48","0"
"2.20","533875","0","1","1","13","0","2","45.4833","8.8667","40","0"
"2.20","533317","0","1","1","14","0","2","42.8333","12.8333","47","0"
"2.20","402360","5","0","1","14","0","2","42.8333","12.8333","33","0"
"2.20","533317","0","1","1","14","2","2","40.8563","14.2464","51","0"
"2.20","531170","0","1","1","14","0","2","45.6893","8.6045","33","0"
"2.20","402360","5","0","1","15","0","2","42.8333","12.8333","49","0"
"2.20","402360","5","0","1","15","0","2","42.8333","12.8333","33","0"
"2.20","402360","5","0","1","15","0","2","42.8333","12.8333","38","0"
"2.25","517011","0","1","1","15","4","2","55.4028","11.3546","undefined","0"
"2.20","533317","0","1","1","15","0","2","40.8563","14.2464","27","0"
"2.20","533317","0","1","1","16","3","2","42.8333","12.8333","34","0"
"2.20","402360","5","0","1","16","2","2","42.8333","12.8333","27","0"
"2.20","533317","0","1","1","16","3","2","48.8600","2.3500","29","0"
"2.20","533317","0","1","1","16","2","2","42.8333","12.8333","48","0"
"2.20","402360","5","0","1","16","4","2","42.8333","12.8333","20","0"
"2.25","405245","5","0","2","16","4","2","56.1697","9.5451","undefined","0"
"2.20","513296","0","1","3","11","0","2","4.0000","-53.0000","69","0"
"2.20","557134","0","1","1","16","0","2","40.8563","14.2464","34","0"
"2.25","557384","1","1","1","17","0","2","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","1","17","0","2","45.1333","10.6000","20","0"
"2.20","497605","5","0","1","17","0","2","48.8600","2.3500","66","1"
"2.25","457140","5","0","1","18","0","2","55.6761","12.5683","undefined","0"
"2.20","497203","5","0","1","18","1","2","48.8600","2.3500","64","0"
"2.25","457140","5","0","1","18","0","2","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","1","18","4","2","42.8333","12.8333","33","0"
"2.20","402360","5","0","1","18","2","2","42.8333","12.8333","46","0"
"2.20","533317","0","1","1","18","4","2","42.8333","12.8333","33","0"
"2.20","497301","5","0","1","19","0","2","48.8600","2.3500","64","0"
"2.20","497049","5","0","1","20","2","2","48.8600","2.3500","65","0"
"2.20","513379","0","1","2","20","0","2","48.8600","2.3500","65","0"
"2.20","533317","0","1","1","20","0","2","41.9000","12.4833","51","0"
"2.20","525610","0","1","1","21","0","2","42.8333","12.8333","39","0"
"2.20","535476","1","1","1","21","0","2","42.8333","12.8333","39","0"
"2.25","457154","5","0","1","21","0","2","55.5833","12.3000","undefined","0"
"2.20","533317","0","1","1","21","0","2","42.8333","12.8333","40","0"
"2.20","533317","0","1","1","21","2","2","41.8947","12.4839","28","0"
"2.20","533317","0","1","1","22","2","2","45.4667","8.5833","35","0"
"2.20","402360","5","0","1","22","2","2","42.8333","12.8333","49","0"
"2.20","489452","5","0","1","22","0","2","44.0500","8.2183","51","0"
"2.20","533317","0","1","1","22","0","2","42.8333","12.8333","34","0"
"2.20","402360","5","0","1","22","0","2","42.8333","12.8333","39","0"
"2.20","402360","5","0","1","22","2","2","38.1158","13.3598","49","0"
"2.20","456542","5","0","1","22","0","2","42.8333","12.8333","39","0"
"2.20","533317","0","1","1","22","4","2","42.8333","12.8333","39","0"
"2.20","533317","0","1","1","23","3","3","42.8333","12.8333","45","0"
"2.20","531170","0","1","1","23","1","3","43.3167","13.3167","28","0"
"2.20","534207","0","1","1","23","0","3","42.8333","12.8333","20","0"
"2.20","533875","0","1","1","23","2","3","40.9000","14.2833","33","0"
"2.20","526736","0","1","1","23","3","3","44.8333","11.5833","47","0"
"2.20","533004","0","1","1","00","2","3","41.0000","15.6500","33","0"
"2.20","402360","5","0","1","00","0","3","45.6569","9.7256","39","0"
"2.25","457166","5","0","1","01","0","3","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","1","06","2","3","42.8333","12.8333","38","0"
"2.20","554591","0","1","1","00","0","3","32.7877","-96.8000","38","0"
"2.20","402360","5","0","1","07","0","3","45.5801","9.2725","27","0"
"2.20","533317","0","1","2","07","0","3","48.8600","2.3500","49","0"
"2.25","549774","0","1","1","08","0","3","55.6761","12.5683","undefined","0"
"2.20","402360","5","0","1","08","0","3","43.5500","13.0333","48","0"
"2.20","465549","5","0","1","08","0","3","42.8333","12.8333","89","0"
"2.20","516499","0","1","2","08","0","3","42.8333","12.8333","35","0"
"2.20","402360","5","0","1","08","0","3","42.8333","12.8333","38","0"
"2.20","535476","1","1","1","08","3","3","45.4643","9.1895","40","0"
"2.20","402360","5","0","1","09","0","3","38.8825","16.6009","89","0"
"2.20","533317","0","1","1","09","0","3","42.8333","12.8333","89","0"
"2.25","457135","5","0","1","09","2","3","55.6640","11.4203","undefined","0"
"2.20","497355","5","0","2","09","0","3","48.9265","2.8613","64","0"
"2.20","497040","5","0","1","09","2","3","48.8600","2.3500","64","0"
"2.20","526430","0","1","1","09","0","3","44.5140","11.4684","38","0"
"2.20","533875","0","1","1","09","0","3","42.8333","12.8333","40","0"
"75.00","557384","1","1","1","09","0","3","56.2042","9.0127","undefined","0"
"75.00","557384","1","1","1","09","0","3","55.1886","9.0693","undefined","0"
"75.00","517021","0","1","1","09","1","3","55.0443","9.4174","undefined","1"
"74.41","533317","0","1","2","09","2","3","45.7420","9.4715","89","0"
"74.41","434994","5","0","1","09","6","3","45.7833","9.0833","38","0"
"74.41","525610","0","1","1","09","0","3","42.8333","12.8333","53","0"
"74.41","536414","0","1","1","09","1","3","42.8333","12.8333","29","0"
"74.41","541868","0","1","1","09","0","3","42.8333","12.8333","47","0"
"74.41","531174","0","1","1","09","0","3","42.8333","12.8333","47","0"
"75.00","457196","5","0","1","09","0","3","55.6761","12.5683","undefined","0"
"74.41","489452","5","0","1","09","2","3","45.4299","10.9844","28","0"
"75.00","457193","5","0","1","09","0","3","55.6761","12.5683","undefined","0"
"74.41","533317","0","1","1","09","0","3","42.8333","12.8333","88","0"
"74.41","533317","0","1","1","09","2","3","42.8333","12.8333","49","0"
"75.00","557384","1","1","1","10","1","3","55.3235","11.9639","undefined","0"
"74.41","423067","5","0","1","10","0","3","42.8333","12.8333","40","0"
"74.41","535133","1","1","1","10","2","3","48.8600","2.3500","31","0"
"74.41","430152","5","0","1","10","0","3","42.8333","12.8333","28","0"
"74.41","453997","5","0","1","10","3","3","44.4175","12.2011","20","0"
"74.41","403035","5","0","1","10","1","3","45.4715","12.2402","47","0"
"74.41","402360","5","0","1","10","0","3","45.6368","12.1875","38","0"
"75.00","457108","5","0","1","10","0","3","55.5833","12.3000","undefined","0"
"74.41","497040","5","0","2","10","0","3","48.8600","2.3500","66","0"
"75.00","405245","5","0","1","10","0","3","56.4893","10.2620","undefined","0"
"75.00","457135","5","0","1","10","0","3","55.2538","9.4898","undefined","0"
"75.00","457144","5","0","1","10","2","3","55.6761","12.5683","undefined","0"
"75.00","457150","5","0","1","10","0","3","55.6352","12.6489","undefined","0"
"75.00","457190","5","0","1","10","0","3","55.6761","12.5683","undefined","0"
"75.00","457147","5","0","1","10","0","3","55.5833","12.3000","52","0"
"75.00","457115","5","0","1","10","0","3","55.9279","12.3008","undefined","0"
"74.41","402360","5","0","1","11","0","3","undefined","undefined","33","0"
"74.41","521813","0","1","1","10","4","3","42.8333","12.8333","33","0"
"75.00","457162","5","0","1","10","0","3","55.6761","12.5683","undefined","0"
"75.00","457146","5","0","2","10","0","3","55.6761","12.5683","undefined","0"
"75.00","457176","5","0","1","10","4","3","56.0901","8.2440","undefined","0"
"75.00","402620","5","0","1","10","0","3","55.6761","12.5683","undefined","0"
"74.41","533317","0","1","1","10","0","3","42.8333","12.8333","24","0"
"74.41","533317","0","1","1","10","4","3","45.1500","10.8000","93","0"
"2.20","533317","0","1","2","10","0","3","44.7167","10.6000","28","0"
"74.41","535476","1","1","1","10","2","3","42.8333","12.8333","77","0"
"74.41","533317","0","1","1","10","2","3","42.8333","12.8333","29","0"
"74.41","533317","0","1","1","10","2","3","42.8333","12.8333","46","0"
"74.41","533317","0","1","1","10","0","3","45.0500","7.6667","42","0"
"74.41","530514","0","1","2","10","0","3","46.0082","8.7549","28","0"
"74.41","515859","0","1","1","10","0","3","45.6183","9.2025","38","0"
"74.41","535476","1","1","1","10","3","3","43.7256","11.2239","47","0"
"74.41","402360","5","0","1","10","0","3","43.5214","13.2437","38","0"
"74.41","520345","0","1","2","10","0","3","42.8333","12.8333","35","0"
"74.41","539832","0","1","1","10","4","3","40.8563","14.2464","89","0"
"2.20","533317","0","1","1","10","2","3","38.1158","13.3598","31","0"
"2.20","533317","0","1","1","10","1","3","42.8333","12.8333","47","0"
"2.20","513162","0","1","1","10","0","3","48.6004","7.7874","68","0"
"2.25","457168","5","0","1","10","4","3","55.6759","12.5655","undefined","0"
"2.20","533317","0","1","1","10","2","3","42.8333","12.8333","47","0"
"2.20","533317","0","1","1","10","0","3","42.8333","12.8333","20","0"
"2.20","497040","5","0","2","10","0","3","48.8600","2.3500","60","0"
"2.20","402360","5","0","1","10","0","3","45.0705","7.6868","39","0"
"2.20","402360","5","0","1","10","4","3","42.8333","12.8333","31","0"
"2.20","540058","0","1","1","11","2","3","42.8333","12.8333","45","0"
"2.20","533317","0","1","1","11","0","3","44.1433","12.2497","47","0"
"2.20","533317","0","1","1","11","0","3","42.8333","12.8333","27","0"
"2.20","513770","0","1","1","11","1","3","46.1256","-0.2652","64","0"
"2.20","533317","0","1","1","11","0","3","42.8333","12.8333","80","0"
"2.20","517366","0","1","1","11","0","3","48.8600","2.3500","66","0"
"2.20","533317","0","1","1","12","0","3","40.8563","14.2464","40","0"
"2.20","516499","0","1","1","13","0","3","50.4500","30.5233","39","0"
"2.20","533317","0","1","1","12","2","3","48.8600","2.3500","45","0"
"2.25","557384","1","1","1","12","1","3","55.6761","12.5683","undefined","0"
"2.25","457181","5","0","1","12","1","3","56.1697","9.5451","undefined","0"
"2.20","533317","0","1","1","12","2","3","42.8333","12.8333","88","0"
"2.20","543013","0","1","1","12","0","3","43.8573","11.0803","49","0"
"2.25","457190","5","0","1","12","2","3","57.4642","9.9823","undefined","0"
"2.20","526430","0","1","1","13","0","3","42.8333","12.8333","89","0"
"2.20","540058","0","1","1","13","1","3","45.7036","12.3697","45","1"
"2.20","453997","5","0","1","13","0","3","45.4903","12.2425","41","0"
"2.20","402360","5","0","1","13","4","3","42.8333","12.8333","71","0"
"2.20","533317","0","1","1","13","0","3","42.8333","12.8333","42","0"
"2.20","533317","0","1","1","13","2","3","42.8333","12.8333","29","0"
"2.20","402360","5","0","1","13","0","3","42.8333","12.8333","33","0"
"2.20","402360","5","0","1","13","0","3","42.8333","12.8333","33","0"
"2.20","539832","0","1","1","14","0","3","45.4371","12.3327","40","0"
"2.20","526430","0","1","1","14","0","3","39.6831","8.8328","47","0"
"2.20","533317","0","1","1","14","0","3","45.4643","9.1895","51","0"
"2.25","457146","5","0","1","14","2","3","56.2661","10.0630","undefined","0"
"2.20","402360","5","0","1","15","0","3","45.4903","12.2425","93","0"
"2.20","402361","5","0","1","15","0","3","42.8333","12.8333","05","0"
"2.20","402360","5","0","1","15","0","3","43.8833","8.0500","27","0"
"2.20","402360","5","0","1","15","0","3","48.8600","2.3500","92","0"
"2.20","533317","0","1","1","15","4","3","44.6667","10.9167","34","0"
"2.20","513162","0","1","1","15","0","3","48.8600","2.3500","68","0"
"2.20","533317","0","1","1","16","4","3","40.3759","15.8257","31","0"
"2.20","493592","5","0","1","16","0","3","42.8333","12.8333","33","0"
"2.20","533317","0","1","1","16","2","3","42.8333","12.8333","40","0"
"2.20","534207","0","1","1","16","0","3","45.6978","9.0593","48","0"
"2.20","533317","0","1","1","16","0","3","42.8333","12.8333","29","0"
"2.25","517011","0","1","1","16","0","3","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","1","16","4","3","42.8333","12.8333","28","0"
"2.20","533317","0","1","1","16","0","3","42.8333","12.8333","40","0"
"2.20","513778","0","1","1","16","0","3","48.8600","2.3500","61","0"
"2.20","402360","5","0","1","17","2","3","45.8640","8.5094","39","0"
"2.20","533875","0","1","1","17","0","3","45.5801","9.2725","40","0"
"2.20","533317","0","1","1","17","5","3","42.8333","12.8333","92","0"
"2.20","472675","5","0","1","17","0","3","42.8333","12.8333","40","0"
"2.20","402360","5","0","1","17","0","3","42.8333","12.8333","33","0"
"2.20","497040","5","0","2","17","0","3","48.8600","2.3500","66","0"
"2.20","526736","0","1","1","17","4","3","42.8333","12.8333","66","0"
"2.20","497040","5","0","2","18","0","3","50.9519","1.8563","66","0"
"2.20","497040","5","0","1","18","2","3","45.6961","4.9389","64","0"
"2.20","402360","5","0","1","18","0","3","48.8600","2.3500","51","0"
"2.20","533317","0","1","1","18","0","3","42.8333","12.8333","92","0"
"2.20","531170","0","1","1","18","0","3","44.5508","7.7192","42","0"
"2.20","497424","5","0","1","18","2","3","49.0944","6.1517","63","0"
